#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Gothamel,Cosmic,Dark,Black Hole Implosion,120,Cosmic,#347,11.00%,Undead Apocalypse,120,Undead,#366,8.00%,Aurora Blast,55,Cosmic,#350,12.00%,Obilivion Orb,70,Dark,#297,10.00%,Nocturnal Nightmare,****,#302,19.00%,Cosmic Radiation,***,#355,18.00%,,,0.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6C82CCEE00000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Terrasaur,Ground,Ice,Ethereal Blast,80,Ghost,#254,11.00%,Rockslide Avalanche,120,Ground,#167,7.00%,Crystal Crush,85,Ice,#118,13.00%,Tremor Shake,70,Ground,#171,9.00%,Sandstorm Shield,****,#176,16.00%,Ice Wall,***,#121,13.00%,Mirage,#383,15.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E83689DEF00000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Hyping,Cosmic,Psychic,Black Hole Implosion,120,Cosmic,#347,7.00%,Portal Slam,80,Cosmic,#344,9.00%,Psychic Surge,55,Psychic,#206,18.00%,Eclipse Eruption,55,Dark,#296,12.00%,Thought Scramble,****,#212,20.00%,Telekinetic Shield,**,#210,19.00%,,,0.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9A4E6EF000000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Uka Uka,Dark,Undead,Necrotic Wave,30,Undead,#358,10.00%,Blackout Strike,50,Dark,#287,15.00%,Wraith Whip,70,Undead,#369,8.00%,,,,,0.00%,Demonic Dread,***,#301,28.00%,Taunt and Tease,****,#32,25.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB1343FF100000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Buka Buka,Dark,Undead,Demonic Deluge,100,Undead,#364,10.00%,Shadowy Sweep,80,Dark,#290,15.00%,Wraith Whip,70,Undead,#369,20.00%,Night Terror,70,Ghost,#261,15.00%,Magnet Wave,**,#102,8.00%,Venemous Vortex,****,#158,11.00%,Withdraw,#379,6.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC81A10F200000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Rutabaga,Psychic,Undead,Necrotic Nova,120,Undead,#365,24.00%,Mental Shockwave,100,Psychic,#201,23.00%,Tremor Shake,70,Ground,#171,11.00%,,,,,0.00%,Telekinetic Shield,**,#210,16.00%,Phantom Scream,*,#263,12.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDEFFE1F300000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Igni,Fire,Undead,Inferno Blitz,80,Fire,#37,27.00%,Dark Energy Blast,100,Dark,#291,26.00%,Ember Wheel,40,Fire,#43,10.00%,,,,,0.00%,Burn Up,**,#48,13.00%,Screech,***,#31,13.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF5E5B2F400000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Jellatile,Bug,,Web Shot Lunge,100,Bug,#220,18.00%,Swarm,30,Bug,#214,22.00%,Rain Dance Rush,40,Water,#61,9.00%,,,,,0.00%,Infestation,****,#230,27.00%,Charm Beam,**,#336,14.00%,Evade,#375,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0CCB83F50000005A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Gnuke,Dark,Psychic,Ghastly Grapple,100,Ghost,#256,27.00%,Shadowy Sweep,80,Dark,#290,9.00%,Aura Sphere Blast,70,Psychic,#207,17.00%,Eternal Nightfall,85,Dark,#298,6.00%,Demonic Dread,***,#301,22.00%,,,,0.00%,,,0.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E23B154F60000005B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Scorpinch,Bug,Dark,Midnight Maul,80,Dark,#289,19.00%,Guillotine,85,Normal,#17,22.00%,Crawler Clobber,85,Bug,#226,15.00%,Close Combat,85,Fighting,#136,12.00%,Metamorphosis Madness,***,#229,6.00%,,,,0.00%,Shadow Swap,#382,14.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3A9725F70000005C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Fyrefli,Electric,Fairy,Zap Cannon,80,Electric,#91,18.00%,,,,,0.00%,Electro Ball,70,Electric,#99,18.00%,Flutter Fury,70,Fairy,#333,22.00%,Magnet Wave,**,#102,16.00%,Charm Beam,**,#336,14.00%,,,0.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E517CF6F80000005D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Treetraum,Dark,Grass,Shadowy Sweep,80,Dark,#290,20.00%,Foliage Frenzy,50,Grass,#72,15.00%,Wraith Whip,70,Undead,#369,22.00%,Tremor Shake,70,Ground,#171,13.00%,Root Rend,**,#84,20.00%,,,,0.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6862C7F90000005E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Vineterror,Dragon,Grass,Whitefire,125,Dragon,#410,13.00%,Solar Beam,100,Grass,#75,15.00%,Chlorophyll Charge,85,Grass,#82,15.00%,Supernova,70,Dragon,#279,12.00%,Scale Armour,**,#282,13.00%,Ancient Rage,****,#284,12.00%,Parry,#388,10.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7F4898FA0000005F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Sprat,Electric,,Electro Storm,100,Electric,#93,15.00%,Wild Rush,80,Normal,#15,11.00%,Spark Shuriken,55,Electric,#98,19.00%,Obilivion Orb,70,Dark,#297,6.00%,Shockwave Shield,****,#104,15.00%,Thunderous Roar,***,#103,8.00%,Evade,#375,14.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E962E69FB00000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Phinx,Psychic,,Teleport Strike,80,Psychic,#199,11.00%,Twinkle Tackle,80,Fairy,#325,14.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Jet Strike,55,Normal,#26,10.00%,Thought Scramble,****,#212,13.00%,Thunderous Roar,***,#103,12.00%,Dodge,#376,14.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAD143AFC00000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Zup,Electric,Ground,Thunder Strike,50,Electric,#89,16.00%,Sandblast,50,Ground,#162,17.00%,Electro Ball,70,Electric,#99,8.00%,Snuggle Tackle,70,Normal,#27,10.00%,Shockwave Shield,****,#104,20.00%,Sand Pit Trap,***,#175,16.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC3FA0BFD00000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Zook,Electric,Ground,Zap Cannon,80,Electric,#91,19.00%,Ice Fang,50,Ice,#108,8.00%,Spark Shuriken,55,Electric,#98,12.00%,Tremor Shake,70,Ground,#171,20.00%,Sand Pit Trap,***,#175,16.00%,Lullaby,**,#30,10.00%,Evade,#375,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDADFDCFE00000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Zork,Electric,Ground,Magnet Mayhem,120,Electric,#95,23.00%,Earthquake,100,Ground,#165,20.00%,Night Terror,70,Ghost,#261,13.00%,,,,,0.00%,Magnet Wave,**,#102,10.00%,Sand Pit Trap,***,#175,9.00%,Burrow,#385,13.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF1C5ADFF00000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Glubby,Psychic,Water,Aqua Shot,80,Water,#419,10.00%,Oceanic Surge,120,Water,#59,10.00%,Water Whip,55,Water,#62,16.00%,Torrential Tempest,70,Water,#63,10.00%,Briny Blast,****,#68,20.00%,Telekinetic Shield,**,#210,17.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E08AB7F0000000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Glorby,Psychic,Water,Zen Headbutt,80,Psychic,#200,15.00%,Hydro Cannon,80,Water,#56,13.00%,Torrential Tempest,70,Water,#63,37.00%,,,,,0.00%,Mind Control,***,#211,19.00%,,,,0.00%,,,0.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1F91500100000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Monki,Fighting,,Roundhouse Uppercut,50,Fighting,#126,12.00%,Fatal Sneak Attack,125,Fighting,#395,23.00%,Cross Chop,55,Fighting,#134,12.00%,Cyclone Kick,55,Flying,#188,16.00%,Iron Defense,**,#318,10.00%,Burn Up,**,#48,12.00%,Backflip,#378,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3677210200000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Monkmaster,Fighting,,Fists of Fury,80,Fighting,#128,13.00%,Fatal Sneak Attack,125,Fighting,#395,17.00%,Cyclone Kick,55,Flying,#188,7.00%,Extreme Speed,85,Normal,#28,11.00%,Kung Fu Confusion,****,#140,17.00%,Burn Up,**,#48,9.00%,Backflip,#378,12.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4D5CF20300000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Spectowl,Flying,Grass,Bramble Barrage,80,Grass,#73,19.00%,Ethereal Blast,80,Ghost,#254,13.00%,Talon Tornado,85,Flying,#190,17.00%,Leaf Tornado,70,Grass,#81,7.00%,Tailwind Boost,**,#192,12.00%,Floral Fusion,****,#86,9.00%,Shadow Swap,#382,13.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6442C30400000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Phantar,Dark,Ghost,Poltergeist Strike,50,Ghost,#251,18.00%,Dark Pulse,30,Dark,#285,15.00%,Night Terror,70,Ghost,#261,11.00%,,,,,0.00%,Thought Scramble,****,#212,22.00%,Demonic Dread,***,#301,23.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7B2894050000006A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Ghast,Dark,Ghost,Dark Void Vortex,100,Dark,#292,17.00%,,,,,0.00%,Obilivion Orb,70,Dark,#297,15.00%,Ghostly Guillotine,85,Ghost,#262,23.00%,Haunting Curse,**,#264,12.00%,Dark Whispers,**,#300,16.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E920E65060000006B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Megamare,Dark,Ghost,Soul-Sucking Siphon,120,Dark,#294,27.00%,Necrotic Nova,120,Undead,#365,20.00%,Night Terror,70,Ghost,#261,14.00%,,,,,0.00%,Haunting Curse,**,#264,10.00%,Ancient Power,***,#247,7.00%,,,0.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA8F436070000006C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Moustatic,Electric,,Zap Cannon,80,Electric,#91,19.00%,Wild Rush,80,Normal,#15,18.00%,Electro Ball,70,Electric,#99,10.00%,,,,,0.00%,Shockwave Shield,****,#104,15.00%,Screech,***,#31,21.00%,Protect,#377,2.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBFDA07080000006D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Stormouse,Electric,,Electro Storm,100,Electric,#93,12.00%,Twilight Takedown,50,Dark,#288,11.00%,Electro Ball,70,Electric,#99,18.00%,Snuggle Tackle,70,Normal,#27,20.00%,Magnet Wave,**,#102,6.00%,Shockwave Shield,****,#104,10.00%,Decoy,#384,12.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED6BFD8090000006E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Iglett,Fire,,Fire Whip,30,Fire,#34,20.00%,,,,,0.00%,Dive Tackle,40,Flying,#187,10.00%,Talon Tornado,85,Flying,#190,12.00%,Taunt and Tease,****,#32,25.00%,Screech,***,#31,19.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEDA5A90A0000006F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Pyrowl,Fire,Flying,Aeroblast,120,Flying,#186,6.00%,Death Charge,120,Normal,#23,7.00%,Cyclone Kick,55,Flying,#188,27.00%,Searing Strike,55,Fire,#44,30.00%,Brave Bird,***,#193,15.00%,,,,0.00%,,,0.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E048B7A0B00000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Owlcindiary,Fire,Flying,Fireball Storm,120,Fire,#42,30.00%,Skyward Slash,120,Flying,#185,24.00%,Talon Tornado,85,Flying,#190,10.00%,,,,,0.00%,Feathered Fling,****,#194,10.00%,,,,0.00%,,,0.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1B714B0C00000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Skele,Undead,,Undead Apocalypse,120,Undead,#366,14.00%,,,,,0.00%,Digging Strike,55,Ground,#170,6.00%,Wraith Whip,70,Undead,#369,6.00%,Necromancer's Grasp,***,#373,30.00%,Deathly Curse,**,#372,30.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E32571C0D00000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Skelethor,Ground,Undead,Guillotine,85,Normal,#17,8.00%,,,,,0.00%,Tremor Shake,70,Ground,#171,23.00%,Deathly Dismemberment,85,Undead,#370,25.00%,Death's Dominion,****,#374,11.00%,Floral Fusion,****,#86,7.00%,Detect,#390,1.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E493CED0E00000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Panthi,Dark,Grass,Grass Whirlwind,50,Grass,#71,16.00%,Ice Fang,50,Ice,#108,12.00%,Eternal Nightfall,85,Dark,#298,12.00%,Eternal Nightfall,85,Dark,#298,7.00%,Nocturnal Nightmare,****,#302,17.00%,Dark Whispers,**,#300,15.00%,Evade,#375,11.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E77088F1000000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Panclaw,Dark,Grass,Forest Fury,100,Grass,#76,15.00%,Fatal Sneak Attack,125,Fighting,#395,10.00%,Obilivion Orb,70,Dark,#297,14.00%,Chlorophyll Charge,85,Grass,#82,19.00%,Dark Whispers,**,#300,10.00%,Root Rend,**,#84,7.00%,Leap,#380,14.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8DEE601100000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Pupaw,Fire,,Tail Swipe,50,Normal,#9,9.00%,Inferno Blitz,80,Fire,#37,18.00%,Ember Wheel,40,Fire,#43,15.00%,Snuggle Tackle,70,Normal,#27,15.00%,Taunt and Tease,****,#32,18.00%,Burn Up,**,#48,7.00%,Protect,#377,8.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA4D4311200000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Fenfire,Fire,,Incinerate,100,Fire,#40,15.00%,Metal Fang,100,Steel,#309,12.00%,Flame Whirlwind,70,Fire,#45,19.00%,Infernal Explosion,85,Fire,#46,15.00%,Demonic Dread,***,#301,8.00%,Burn Up,**,#48,7.00%,Counter,#389,11.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBBBA021300000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Seagulf,Flying,,Sky Dive,30,Flying,#178,10.00%,Wing Slash,50,Flying,#180,10.00%,Extreme Speed,85,Normal,#28,18.00%,,,,,0.00%,Feathered Fling,****,#194,23.00%,Lullaby,**,#30,25.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED29FD31400000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Seagle,Flying,,Dive Bomb,100,Flying,#184,10.00%,Feather Hurricane,50,Flying,#179,10.00%,Whirlwind Whack,70,Flying,#189,15.00%,Extreme Speed,85,Normal,#28,20.00%,Feathered Fling,****,#194,11.00%,Aqua Veil,***,#67,8.00%,Evade,#375,10.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE985A4150000007A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Seabacan,Flying,,Aeroblast,120,Flying,#186,30.00%,Tidal Wave,80,Water,#55,10.00%,Talon Tornado,85,Flying,#190,15.00%,,,,,0.00%,Tailwind Boost,**,#192,28.00%,,,,0.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E006B75160000007B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Geistmon,Cosmic,Ghost,Interdimensional Rift,80,Cosmic,#343,22.00%,,,,,0.00%,Night Terror,70,Ghost,#261,12.00%,Obilivion Orb,70,Dark,#297,16.00%,Space Time Warp,**,#354,20.00%,Lullaby,**,#30,20.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E175146170000007C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Cosmeist,Cosmic,Ghost,Ethereal Blast,80,Ghost,#254,17.00%,Teleport Strike,80,Psychic,#199,10.00%,Interstellar Impact,85,Cosmic,#352,22.00%,Night Terror,70,Ghost,#261,4.00%,Space Time Warp,**,#354,15.00%,Mind Control,***,#211,12.00%,Riftwalk,#381,10.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2E3717180000007D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Paragon,Dragon,Undead,Rampage,80,Dragon,#272,12.00%,Napalm,125,Fire,#398,17.00%,Deathly Dismemberment,85,Undead,#370,14.00%,Dimensional Shredder,85,Dragon,#280,18.00%,Necromancer's Grasp,***,#373,13.00%,Death's Dominion,****,#374,4.00%,Fly,#391,8.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E451CE8190000007E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Trigsaur,Ground,Rock,Earthquake,100,Ground,#165,26.00%,Boulder Barrage,50,Rock,#234,20.00%,Fossil Fury,55,Rock,#242,12.00%,Geode Grenade,85,Rock,#244,12.00%,Rock Shield,**,#246,6.00%,Quarry Coffin,****,#248,11.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5C02B91A0000007F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Tetatile,Grass,Ground,Grass Whirlwind,50,Grass,#71,25.00%,,,,,0.00%,Digging Strike,55,Ground,#170,16.00%,,,,,0.00%,Dust Devil,**,#174,25.00%,Floral Fusion,****,#86,24.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E72E88A1B00000080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Drogotile,Grass,Ground,Foliage Frenzy,50,Grass,#72,11.00%,Wild Rush,80,Normal,#15,10.00%,Tremor Shake,70,Ground,#171,26.00%,Talon Hammer,55,Dragon,#278,19.00%,Dust Devil,**,#174,10.00%,Taunt and Tease,****,#32,11.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E89CE5B1C00000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Chibble,Ice,,Frost Nova,80,Ice,#109,13.00%,Frozen Tundra,125,Ice,#402,10.00%,Digging Strike,55,Ground,#170,10.00%,Hailstorm Fury,70,Ice,#117,10.00%,Blizzard Cataclysm,****,#122,12.00%,Ice Wall,***,#121,18.00%,Burrow,#385,14.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA0B42C1D00000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Finfysh,Ground,Water,Tsunami Slam,100,Water,#58,17.00%,Blackout Strike,50,Dark,#287,12.00%,Water Whip,55,Water,#62,10.00%,Snuggle Tackle,70,Normal,#27,8.00%,Briny Blast,****,#68,15.00%,Venemous Vortex,****,#158,11.00%,Dive,#387,13.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB799FD1E00000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Sharfysh,Ground,Water,Last Resort,120,Normal,#24,10.00%,,,,,0.00%,Tremor Shake,70,Ground,#171,18.00%,Torrential Tempest,70,Water,#63,27.00%,Briny Blast,****,#68,13.00%,Taunt and Tease,****,#32,9.00%,,,0.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECE7FCE1F00000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Zeetle,Cosmic,Psychic,Starry Nightfall,100,Cosmic,#346,10.00%,Teleport Strike,80,Psychic,#199,9.00%,Interstellar Impact,85,Cosmic,#352,13.00%,Telepathic Tempest,85,Psychic,#208,10.00%,Thought Scramble,****,#212,14.00%,Telekinetic Shield,**,#210,16.00%,Riftwalk,#381,12.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE5659F2000000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Rabbowl,Dark,Grass,Midnight Maul,80,Dark,#289,19.00%,Forest Fury,100,Grass,#76,20.00%,Eternal Nightfall,85,Dark,#298,10.00%,Heavenly Hurricane,85,Fairy,#334,9.00%,Demonic Dread,***,#301,17.00%,Root Rend,**,#84,9.00%,,,0.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFC4B702100000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Snazzle,Ground,Normal,Venomous Bite,50,Poison,#144,12.00%,Pound,30,Normal,#5,15.00%,Venom Pounce,70,Poison,#153,13.00%,Noxious Eruption,85,Poison,#154,14.00%,Quicksand Sinkhole,*,#173,12.00%,Sandstorm Shield,****,#176,23.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1331412200000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Sceptaz,Ground,Poison,Sandblast,50,Ground,#162,11.00%,Tailwhip,50,Dragon,#270,13.00%,Venom Pounce,70,Poison,#153,18.00%,Tremor Shake,70,Ground,#171,18.00%,Sand Pit Trap,***,#175,13.00%,Ancient Power,***,#247,14.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2A17122300000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Ghostor,Ghost,,Poltergeist Strike,50,Ghost,#251,12.00%,Ice Fang,50,Ice,#108,15.00%,Eternal Nightfall,85,Dark,#298,11.00%,Ghostly Guillotine,85,Ghost,#262,11.00%,Soul Drain,***,#265,10.00%,Taunt and Tease,****,#32,16.00%,Mirage,#383,14.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E40FCE32400000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Hippor,Ghost,Undead,Ectoplasmic Explosion,80,Ghost,#253,15.00%,Tombstone Tremor,80,Undead,#362,16.00%,Deathly Dismemberment,85,Undead,#370,19.00%,Ghostly Guillotine,85,Ghost,#262,13.00%,Death's Dominion,****,#374,9.00%,,,,0.00%,Shadow Swap,#382,13.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E57E2B4250000008A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Phox,Fairy,Grass,Solar Beam,100,Grass,#75,11.00%,Radiant Ray,100,Fairy,#328,10.00%,Flutter Fury,70,Fairy,#333,19.00%,Leaf Tornado,70,Grass,#81,11.00%,Shimmering Symphony,****,#338,15.00%,Charm Beam,**,#336,10.00%,Evade,#375,11.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6EC885260000008B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Phibbit,Fairy,Grass,Glittering Sweep,80,Fairy,#326,16.00%,Bramble Barrage,80,Grass,#73,10.00%,Flutter Fury,70,Fairy,#333,8.00%,Snuggle Tackle,70,Normal,#27,11.00%,Floral Fusion,****,#86,15.00%,Aurora Borealis,****,#356,12.00%,Dodge,#376,13.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E85AE56270000008C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Octoil,Psychic,Water,Tsunami Slam,100,Water,#58,20.00%,Bump and Run,100,Normal,#20,21.00%,Mighty Migraine,40,Psychic,#205,13.00%,Rain Dance Rush,40,Water,#61,15.00%,Thought Scramble,****,#212,11.00%,Seafoam Shield,*,#65,10.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9C9427280000008D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Fenix,Fire,Flying,Flame Charge,50,Fire,#36,11.00%,Feather Hurricane,50,Flying,#179,11.00%,Whirlwind Whack,70,Flying,#189,18.00%,Dark Energy Blast,100,Dark,#291,21.00%,Roost,*,#191,8.00%,Ancient Rage,****,#284,10.00%,Fly,#391,8.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB379F8290000008E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
